from_date,department,section,barcode,item_num,item_description,purshase_price,selling_price,quantity
19-Feb,2,56,2176620000000.0,398501,PUMPKIN HALLOWEEN,7.0,11.95,21.27
19-Feb,2,57,2000000000000.0,442444,KARISH CHEESE SANDWICH,1.92,4.0,278.0
19-Feb,2,53,2144530000000.0,384714,DEFROSTED CLEAN SHRIMPS 30-40,182.0,209.95,2.812
19-Feb,2,50,2110630000000.0,483099,GRIND JAMBO CARDAMOM 1 KG,412.463,549.95,2.326
19-Feb,2,55,2165690000000.0,36818,CHAKALAMA BY KG,35.0,69.95,7.363
19-Feb,2,50,2110510000000.0,397854,ABA POTATO SPICES,60.0,80.0,5.318
19-Feb,2,56,2000000000000.0,365350,THYME BALADY 100GR,6.75,6.95,17.0
19-Feb,2,55,2165560000000.0,35494,CHOCOLATE SWEET 10 PERSN,86.856,149.95,4.0
19-Feb,2,50,2110050000000.0,256217,SWISS MEAT BF LNCHON,56.38,69.95,0.068
19-Feb,2,56,8888000000000.0,466176,ROCKET ARUGULA100GR,4.0,4.95,2.0
19-Feb,2,52,6223000000000.0,337704,SHAHD CHICKEN LEGS 1KG 052,51.75,57.95,1088.0
19-Feb,2,50,2110450000000.0,389622,ABA TRAIL MIX,315.757,479.95,7.177
19-Feb,2,51,2122540000000.0,441328,KIRI CHEESE BLCK SEED,43.0,50.95,40.595
19-Feb,2,54,2155010000000.0,313529,LONG TRADITION 300GR,3.154,6.95,10.0
19-Feb,2,57,2000000000000.0,357766,TEA WITH MILK,4.25,7.0,2.0
19-Feb,2,50,2110350000000.0,376757,OLIVETTA LEM MIX,17.715,24.95,13.292
19-Feb,2,51,2122330000000.0,447162,FARM-EDAM CHEESE,93.0,103.95,74.339
19-Feb,2,51,2122390000000.0,341119,CHEESA FLAVOR CHELI,78.65,85.95,9.673
19-Feb,2,50,2110060000000.0,318881,LHEMY PLAIN BF LNCHON,62.0,63.75,103.226
19-Feb,2,55,2165920000000.0,95344,MUFFIN X6,12.548,24.95,30.0
19-Feb,2,50,6224000000000.0,307860,DATES SOFT 550G PVC EL TAHAN,25.0,31.95,30.0
19-Feb,2,50,2110440000000.0,483065,PISTACHIOS SMOKED FLAVOR,359.963,479.95,1.431
19-Feb,2,56,2000000000000.0,272347,BASIL ITALIAN 100GR,7.4,7.95,1.0
19-Feb,2,52,2133260000000.0,281884,FAT,10.0,19.95,4.105
19-Feb,2,53,2144010000000.0,33836,TUNA FISH,30.0,44.95,33.409
19-Feb,2,52,6223000000000.0,216149,KOKI LIVER-GIZZARD 500GR,18.5,20.0,98.0
19-Feb,2,52,2133410000000.0,426251,IM BEEF RIBS,105.0,136.95,25.544
19-Feb,2,54,2155360000000.0,139365,CIMIT BREAD 250 GR,3.6,5.95,90.0
19-Feb,2,52,2133400000000.0,426245,IM BEEF FILLET,135.0,179.95,18.05
19-Feb,2,57,2000000000000.0,357763,FRENCH COFFEE,4.9,11.0,13.0
19-Feb,2,55,2165930000000.0,299519,CAKE POUND X2,26.558,49.95,43.919
19-Feb,2,55,2165950000000.0,299528,APPLE CRUMBLE CAKE,20.003,46.95,1.0
19-Feb,2,50,2110350000000.0,376756,OLIVETTA ONION MIX,24.815,34.95,12.103
19-Feb,2,51,2122020000000.0,301142,DOMTY TALAGA LOW SALT,31.5,39.95,105.52
19-Feb,2,50,6224000000000.0,464413,DATES 600 GM-BET,25.0,31.95,8.0
19-Feb,2,56,6225020000000.0,485675,DATE BOX ECONOMY 700GR,18.0,21.95,24.0
19-Feb,2,52,6223000000000.0,337698,SHAHD CHICKEN FILLET400GR,41.6,46.95,94.0
19-Feb,2,56,8888000000000.0,32602,CABBAGE RED,7.25,11.95,56.0
19-Feb,2,50,2111030000000.0,330828,PASTA TUNA SALAD,12.231,16.95,2.0
19-Feb,2,50,2111050000000.0,31046,VERMICELLI RICE/KG,10.0,34.95,164.294
19-Feb,2,50,2110570000000.0,389634,ABA CRANBERRIES,302.599,459.95,0.34
19-Feb,2,50,2110080000000.0,318887,LHEMY OLIVE BF LNCHON,65.0,84.95,47.482
19-Feb,2,50,2111030000000.0,330826,SMOKED TURKEY SALAD,5.769,8.95,9.0
19-Feb,2,53,2144020000000.0,302770,FRESH SARDEN FISH,55.0,69.95,6.957
19-Feb,2,56,2000000000000.0,365345,LEMON GRASS 100GR,6.5,6.75,11.0
19-Feb,2,50,2110100000000.0,318615,HALWANI BASTERMA,231.0,289.95,10.102
19-Feb,2,50,2110360000000.0,490141,OLIVETTA EUROPEAN ONIONS TASTE,35.465,49.95,9.45
19-Feb,2,50,2111100000000.0,399137,COOKING TURKEY/KG,9.0,15.25,30.121
19-Feb,2,55,2165940000000.0,299523,CAKE POUND SLICES,14.095,29.95,66.001
19-Feb,2,51,2122340000000.0,432586,HORECA BARRE CHEESE,266.0,329.95,2.641
19-Feb,2,52,2133410000000.0,297169,IM BEEF ROAST,107.0,143.95,20.738
19-Feb,2,50,2110650000000.0,483113,EGYPTION BLACK RAISINS,49.309,74.95,0.068
19-Feb,2,54,2000000000000.0,404418,PACKET BOUKSOMAT SESAME LARGE,12.87,20.0,40.0
19-Feb,2,50,2111070000000.0,450396,MEATBALLS/KG,53.25,80.75,1.152
19-Feb,2,56,6222010000000.0,377135,TOMATO 1KG,7.5,9.75,26.0
19-Feb,2,57,2000000000000.0,357768,TEA BREAKFAST,1.75,5.0,243.0
19-Feb,2,52,2133010000000.0,31780,CHICKEN DRUMSTICK/KG,53.0,58.95,1.612
19-Feb,2,55,6223010000000.0,496914,ETOILE HALWA MOLOD 46,114.474,150.0,18.0
19-Feb,2,50,2110460000000.0,389659,RED PEPPER,29.963,39.95,15.196
19-Feb,2,51,2122480000000.0,279632,CHEESA EDAM CHEESE,90.0,104.95,50.166
19-Feb,2,51,2122540000000.0,441327,KIRI CHEESE OLIVE,43.0,50.95,12.255
19-Feb,2,51,2122070000000.0,323517,MESH,23.5,29.95,9.066
19-Feb,2,50,2110370000000.0,490143,OLIVETTA MOROCCAN OLIVE MELTED,112.855,158.95,2.05
19-Feb,2,51,2122020000000.0,301143,DOMTY FETA,29.8,33.95,24.474
19-Feb,2,56,6223000000000.0,423293,ZUCCHINI GRADE A 750GR,10.5,15.95,5.0
19-Feb,2,56,2176460000000.0,32767,A-RAISIN RED,42.0,52.95,77.205
19-Feb,2,50,2111030000000.0,30977,HOMMOS SALAD,9.88,13.95,3.0
19-Feb,2,53,2144540000000.0,319428,DEFROSTED SHRIMP 80-100,115.0,139.95,4.905
19-Feb,2,50,2111090000000.0,315880,QUARTER GRILLED CHICKEN,16.25,23.25,151.0
19-Feb,2,56,2176680000000.0,32765,A-ONION PICKLING,5.5,6.95,11.381
19-Feb,2,51,2122490000000.0,81538,FRICO GOUDA MAASDAM,125.0,149.95,11.282
19-Feb,2,55,2165970000000.0,448055,CHOCOLATE GOFRET BISCUIT,56.0,99.95,2.965
19-Feb,2,50,2110580000000.0,389650,PRETZELS ABA,29.963,39.95,3.308
19-Feb,2,56,8025130000000.0,481774,ISIS DATE WITH OUT STONE 250GR,12.5,16.95,48.0
19-Feb,2,53,2144540000000.0,319421,DEFR. SHRIMP 40-50,165.0,184.95,6.787
19-Feb,2,56,2000000000000.0,430467,DILL 50GR,0.85,1.45,198.0
19-Feb,2,50,2110480000000.0,389714,STONE CORIANDER,28.463,37.95,7.844
19-Feb,2,57,2000000000000.0,399171,PIZZA MUSHROOM STUFFED CRUST,8.4,19.0,3.0
19-Feb,2,50,2110550000000.0,389590,ABA ROASTED HAZELNUT,210.493,319.95,0.8
19-Feb,2,50,2110500000000.0,483586,JILI FRUIT DELIGHTS,36.151,54.95,3.71
19-Feb,2,50,2110630000000.0,483097,QUICK COOKING OATS KG,26.213,34.95,17.152
19-Feb,2,50,2110490000000.0,389716,CINNAMON STICKS,149.963,199.95,4.34
19-Feb,2,50,2110340000000.0,376750,OLIVETTA BOLIVEE,21.265,29.95,72.489
19-Feb,2,54,2155020000000.0,486513,N.MEDIUM FINO,0.95,1.3,2566.0
19-Feb,2,50,2110360000000.0,376767,OLIVETTA S M RED,16.295,22.95,23.037
19-Feb,2,56,2176160000000.0,32551,A- CANTALOUPE,13.0,14.95,63.698
19-Feb,2,55,2165940000000.0,299524,CAKE POUND PLAIN,12.871,20.0,145.197
19-Feb,2,57,2000000000000.0,357129,ICE CREAM STRAWBERRY SAUCE,2.05,6.0,4.0
19-Feb,2,56,2000000000000.0,32565,PINEAPPLE,45.0,47.95,52.0
19-Feb,2,53,2144280000000.0,51910,HERRING SUPER JUMBO KG,29.0,30.0,1021.793
19-Feb,2,56,8888000000000.0,466183,FRENCH CELERY PCS,6.0,6.95,7.0
19-Feb,2,57,2000000000000.0,442447,EGG SANDWICH,2.32,4.0,120.0
19-Feb,2,52,2133410000000.0,426252,IM BEEF RUMP,107.0,143.95,20.019
19-Feb,2,50,2111050000000.0,46818,ASSORTED STUFFED VEGETABLE/KG,29.0,46.45,71.187
19-Feb,2,57,2000000000000.0,401389,COKE 400 ML,2.29,6.0,5.0
19-Feb,2,53,2144540000000.0,406186,DEFROSTED CLEAN SHRIMPS 40-60,180.0,199.95,5.572
19-Feb,2,50,6224000000000.0,464414,DATES 300 GM-BET,13.0,16.95,19.0
19-Feb,2,50,2110040000000.0,457979,MERAI PLAIN BF LNCHON SANZANA,60.0,74.95,0.517
19-Feb,2,56,6222010000000.0,396109,LEMON BALADY 1KG,12.8,15.95,5.0
19-Feb,2,55,2165530000000.0,142762,PETIT CAKE 8,46.164,74.95,4.0
19-Feb,2,54,2155030000000.0,486519,N.BROWN BAGUETTE,4.25,6.95,145.0
19-Feb,2,50,2110630000000.0,483093,7-SPICES,56.213,74.95,16.672
19-Feb,2,55,2165690000000.0,35545,BASSBOUSSA BY KG,21.945,51.45,49.675
19-Feb,2,54,2155050000000.0,486512,N.BROWN LONG FINO,1.25,1.75,1878.0
19-Feb,2,53,2144540000000.0,319422,DEFR. SHRIMP 50-60,145.0,169.95,97.991
19-Feb,2,56,2176390000000.0,287170,A-KIWI BY KG,19.95,20.0,599.082
19-Feb,2,50,2110040000000.0,462272,ATYAB ROAST TURKEY,143.0,164.95,0.232
19-Feb,2,57,2000000000000.0,361956,FREEZ KIWI DRINK 275,18.749,25.0,1.0
19-Feb,2,50,2110980000000.0,70509,STAFF MEAL 1/4CHK+RICE+VEG,20.0,11.95,879.0
19-Feb,2,52,2133360000000.0,426244,BAL WHOLE LAMB,127.0,149.95,2.375
19-Feb,2,50,2110550000000.0,389593,ABA PINE KERNELS,1249.967,1899.95,0.09
19-Feb,2,51,2122510000000.0,437277,GOAT CHEESE,270.0,324.95,4.068
19-Feb,2,50,2110500000000.0,389735,CRUSHED BEANS SAMO,19.463,25.95,7.392
19-Feb,2,56,2000000000000.0,430466,CORIANDER 50GR,0.85,1.45,117.0
19-Feb,2,50,2110360000000.0,490137,OLIVETTA KLAMATA OLIVE SPARTA GREEK,113.564,159.95,16.237
19-Feb,2,54,2155310000000.0,295179,DONUTS ASSORTED X10,20.496,45.0,1.0
19-Feb,2,51,2122710000000.0,30588,HALAWA PLAIN,33.0,39.95,40.495
19-Feb,2,56,2000000000000.0,444767,STRAWBERRY 250GR,5.45,6.95,24.0
19-Feb,2,56,2176670000000.0,499006,POTATO SWEET BEUROGARD,4.5,5.75,0.25
19-Feb,2,50,2111040000000.0,24776,TAHINA SALAD,3.469,6.95,55.0
19-Feb,2,53,2144230000000.0,314070,DEFR SALMON STEAK,256.0,289.95,4.579
19-Feb,2,50,2110010000000.0,318845,FRGLO PLAIN CHCKEN LNCHON,80.25,89.95,1.014
19-Feb,2,51,2122350000000.0,432593,KASHCAVAL COW CHEESE WITH RED PEPPE,259.25,324.95,0.375
19-Feb,2,55,2165970000000.0,448056,CHOCOLATE MIXED SPECIAL,54.0,89.95,0.86
19-Feb,2,56,2176410000000.0,208694,MANGO ANANAS,24.25,31.95,1.578
19-Feb,2,52,2133290000000.0,426170,BAL BEEF RUMP,127.79,157.95,7.771
19-Feb,2,56,6224000000000.0,401238,MARJORAM 100GR,3.0,3.75,2.0
19-Feb,2,56,2176670000000.0,32750,A-POTATO FOR COOKING,7.9,9.95,441.112
19-Feb,2,54,2155420000000.0,300341,MINEN DATE KG,13.902,39.95,1.816
19-Feb,2,57,2000000000000.0,442445,EGGPLANT SANDWICH,0.86,4.0,28.0
19-Feb,2,50,2110530000000.0,411109,SYRIAN THYME,37.463,49.95,18.684
19-Feb,2,53,2144150000000.0,33861,MEDIUM MULLET(3PC/K),45.0,59.95,2.385
19-Feb,2,50,2110450000000.0,389651,STONE BLACK PEPPER,74.963,99.95,20.888
19-Feb,2,50,2111080000000.0,104730,HOT DOG MEXICAN/KG,52.0,74.75,1.202
19-Feb,2,53,2144220000000.0,457947,DEFROSTED FILLET PINK FISH,49.0,59.95,0.814
19-Feb,2,54,2155050000000.0,486538,N.RAISIN ROLL,5.25,7.5,247.0
19-Feb,2,50,2110300000000.0,376712,OLIVETTA DOLCI,28.365,48.95,33.831
19-Feb,2,50,2110350000000.0,376755,OLIVETTA ONIONS,23.395,32.95,3.775
19-Feb,2,55,2000000000000.0,459809,HALAWA ALMOLED CARTON 2 KG,64.0,80.0,2.0
19-Feb,2,52,6223000000000.0,337702,SHAHD LIVER-GIZZARD 500GR,24.75,29.95,120.0
19-Feb,2,54,2155070000000.0,336644,BROWN MED FINO X10,5.329,12.95,3.0
19-Feb,2,56,2176270000000.0,32493,A- GRAPEFRUIT WHITE,4.5,6.95,40.204
19-Feb,2,51,2122210000000.0,30661,LADYBIRD DANABLUE,220.0,259.95,2.837
19-Feb,2,56,6223000000000.0,285038,ORANGE NAVEL NET 3KG,15.75,21.95,1.0
19-Feb,2,54,2155160000000.0,421936,PATTON SALE,18.501,59.95,0.872
19-Feb,2,52,2133210000000.0,32335,BEEF KOFTA,82.0,100.0,31.278
19-Feb,2,50,6224000000000.0,307861,DATES SOFT CHOCOLATE 250 G,20.0,24.95,16.0
19-Feb,2,56,2176270000000.0,32487,A- ORANGE NAVEL,3.45,3.33,2537.572
19-Feb,2,51,2122160000000.0,354784,CLEMNES BLUE CHEESE,161.0,194.95,3.812
19-Feb,2,53,2144090000000.0,399049,SARDINE DEFROSTED,18.5,20.0,14.53
19-Feb,2,54,2155050000000.0,334355,VIENNA MINI X5,3.921,7.95,1.0
19-Feb,2,53,2144590000000.0,457231,DEFROSTED FILLET RED FISH,48.5,59.95,4.909
19-Feb,2,54,2155070000000.0,291410,TOAST WHITE 500GR,5.114,12.95,49.293
19-Feb,2,57,2000000000000.0,442446,EGG&BASTERMA SANDWICH,3.2,6.0,8.0
19-Feb,2,55,2165810000000.0,244299,VANILLA MOUSSE SMALL,7.75,14.95,51.0
19-Feb,2,53,2144540000000.0,319426,DEFR. SHRIMP 60-80,137.0,159.95,6.452
19-Feb,2,50,2110510000000.0,397852,ABA SHAMAR,26.213,34.95,3.993
19-Feb,2,55,2165560000000.0,358145,HEART CAKE BIG,103.751,199.95,1.0
19-Feb,2,57,2000000000000.0,357132,ICE CREAM FRUIT,2.55,6.0,11.0
19-Feb,2,57,2000000000000.0,447298,COFFEE WITH MILK,3.9,7.0,239.0
19-Feb,2,50,2111050000000.0,31037,STUFFED ZUCCHINI/KG,22.5,39.95,4.064
19-Feb,2,56,6223000000000.0,287343,MAFA LEMON BANZHIR PUNNET 500GR,8.95,10.95,1.0
19-Feb,2,50,2110530000000.0,389576,ABA COCONUT,62.467,94.95,9.85
19-Feb,2,55,2165960000000.0,154762,MUFFIN X 2,3.654,9.0,277.0
19-Feb,2,55,2165560000000.0,371445,WHITE FOREST 10 PERSON,81.578,135.95,2.0
19-Feb,2,56,2176370000000.0,480211,EGYPTIAN BANANA PREMUIM,7.95,9.45,0.604
19-Feb,2,56,2000000000000.0,443767,LATOGA GREEN,5.25,6.95,5.0
19-Feb,2,55,2000000000000.0,360288,PACKET BISCUIT COFFEE,19.058,24.95,6.0
19-Feb,2,51,2122350000000.0,432595,KASHCAVALCOW CHEESE WITH CUMIN,259.25,324.95,0.224
19-Feb,2,56,2176110000000.0,450546,APPLE EUROPE PACKED,18.95,23.95,2.106
19-Feb,2,57,2000000000000.0,401390,COKE 600 ML,3.283,8.0,1.0
19-Feb,2,50,2111040000000.0,30710,PIZZA CHICKEN HALF COOK,18.165,24.95,22.0
19-Feb,2,51,2122000000000.0,381929,MORTA,32.0,29.95,6.841
19-Feb,2,54,2155090000000.0,494258,N.SMALL FETEER,5.95,7.95,152.0
19-Feb,2,50,2110450000000.0,389621,ABA MIX,407.862,619.95,1.509
19-Feb,2,52,6224000000000.0,477969,SABEEL SHISH 700GR,61.75,72.95,9.0
19-Feb,2,50,2110530000000.0,411111,STARCH,11.963,15.95,13.977
19-Feb,2,56,2176430000000.0,479771,MANGO FRESH SLICES,27.7,38.95,3.0
19-Feb,2,56,2176220000000.0,397729,A-POMEGRANATE,8.25,9.95,249.695
19-Feb,2,51,2122150000000.0,301140,ROMY EXTRA CHEESE,88.0,96.95,50.833
19-Feb,2,56,2176680000000.0,32763,A- ONION GOLDEN,8.5,8.95,177.104
19-Feb,2,52,2133110000000.0,380640,WHOLE CHICKEN HERBS,52.0,57.95,29.757
19-Feb,2,55,2165980000000.0,299554,MERINGUE KG,29.999,80.0,121.252
19-Feb,2,56,6224010000000.0,429868,XP ICEBERG,2.0,3.45,36.0
19-Feb,2,56,2000000000000.0,33241,CHARD 100GR,2.75,3.95,13.0
19-Feb,2,50,2111060000000.0,30962,FRENCH FRIES/PC,5.0,7.95,66.0
19-Feb,2,56,2000000000000.0,430465,PARSLEY 50GR,0.75,1.0,283.0
19-Feb,2,51,2122320000000.0,243323,AVANTI CHILI CHEDDAR,86.0,98.95,0.258
19-Feb,2,51,2122480000000.0,81528,FRICO GOUDA CHEESE,120.0,144.95,20.476
19-Feb,2,56,2176220000000.0,230874,STRAWBERRY,9.0,10.0,16.7
19-Feb,2,51,2122020000000.0,301144,DOMTY SOFT ISTAMBOLY,30.0,33.95,7.335
19-Feb,2,50,2110110000000.0,318629,HALWANI BASTRAMI TRKEY SMOKED,138.0,160.95,3.972
19-Feb,2,50,2110460000000.0,389664,SHAWERMA SPICES,59.963,79.95,2.014
19-Feb,2,50,2110510000000.0,397847,ABA FANKOOSH,22.463,29.95,7.575
19-Feb,2,56,2176110000000.0,369185,A-APPLE RED,19.9,18.95,553.594
19-Feb,2,56,2000000000000.0,32792,TOMATO PLUM,12.0,12.95,45.0
19-Feb,2,50,2110610000000.0,483076,WHITE ALOMDS 1 KG,263.125,399.95,0.072
19-Feb,2,51,2122090000000.0,345955,HALAYEB CHEESE ISTAMBOLY,21.21,29.95,4.125
19-Feb,2,57,2000000000000.0,442451,MIX BREAKFAST SAND.,2.5,5.0,1165.0
19-Feb,2,54,2155000000000.0,35389,BAGUETTE MINI X10,4.378,9.95,110.793
19-Feb,2,56,2176620000000.0,32640,A-TARO,7.0,8.95,68.461
19-Feb,2,50,2110120000000.0,294248,IMPORT TRKEY STRIPS SMOKED,260.0,294.95,0.039
19-Feb,2,56,2176690000000.0,307660,POTATO BABY NET 1KG,5.75,6.75,0.161
19-Feb,2,50,2110770000000.0,426791,COATED PEANUTS WITH KETCHUP FLAVOR0,36.035,51.95,0.063
19-Feb,2,50,2110030000000.0,454313,SMOKED CHICKEN BREAST TANDAORY,130.0,150.95,0.989
19-Feb,2,55,2000000000000.0,338875,KAHK PLAIN 1KG VENUS,60.9,84.95,1.0
19-Feb,2,57,2000000000000.0,357691,PIZZA MUSHROOM,6.668,15.0,1.0
19-Feb,2,50,2110490000000.0,389718,JUMBO CARDAMOM,412.463,549.95,1.87
19-Feb,2,50,2111040000000.0,351205,TOMEYA SALAD,5.343,8.95,3.0
19-Feb,2,57,2000000000000.0,442449,MASH POTATO SANDWICH.,1.6,3.0,25.0
19-Feb,2,50,2110470000000.0,389665,FISH SPICES,59.963,79.95,8.815
19-Feb,2,51,2122360000000.0,437276,GOUDA CHEESE 051,130.001,164.95,27.205
19-Feb,2,52,6223000000000.0,361005,RICH BEFF MINCE LOW FAT 450 GR,37.5,39.95,40.0
19-Feb,2,50,2110470000000.0,389670,POWDER GARLIC,41.213,54.95,24.439
19-Feb,2,54,2155150000000.0,336640,BROWN ROLL X5,2.215,5.45,111.0
19-Feb,2,53,2144220000000.0,33864,FILLET TILAPIA,90.0,99.95,17.238
19-Feb,2,56,6222010000000.0,287361,TOMATO CHERRY 250GR,6.75,9.95,17.0
19-Feb,2,55,2000000000000.0,484553,ORANGE BISCUITS PACKET,17.05,24.95,1.0
19-Feb,2,57,2000000000000.0,442443,FOUL SANDWICH,1.7,3.0,375.0
19-Feb,2,54,2155360000000.0,303212,FLAT BREAD 250 GR,2.25,6.95,47.0
19-Feb,2,50,2110540000000.0,389589,ABA HAZELNUT,180.888,274.95,2.733
19-Feb,2,52,2133350000000.0,426237,BAL LAMB SHOULDER,122.0,162.95,4.31
19-Feb,2,56,2176370000000.0,32567,A- BANANA IMPORTED LONG,25.5,25.5,306.024
19-Feb,2,51,2122360000000.0,432596,KASHCAVAL COW CHEESE WITH HERBS,259.25,324.95,0.614
19-Feb,2,52,6224000000000.0,477967,SABEEL FILLET 1KG,86.5,94.95,110.0
19-Feb,2,55,6223010000000.0,496917,ETOILE HALWA MOLOD 47,160.263,210.0,27.0
19-Feb,2,57,2000000000000.0,357755,EXPRESSO,5.0,10.0,9.0
19-Feb,2,55,2165820000000.0,244302,CREAM CARAMEL SMALL,5.98,12.95,4.0
19-Feb,2,56,8888000000000.0,466181,CELERY CUTTING100GR,5.0,5.95,9.0
19-Feb,2,56,6224010000000.0,490238,NABAT BABY GREENS REMIX 125G,28.6,32.95,9.0
19-Feb,2,56,6223000000000.0,169055,ISIS DATE W-STONE 900GR,47.5,59.95,18.0
19-Feb,2,56,2000000000000.0,287830,FRISEE,7.0,7.95,5.0
19-Feb,2,56,6224000000000.0,33258,ONION GOLDEN 5KG,38.0,42.95,3.0
19-Feb,2,56,6222010000000.0,32528,CAPSICUM MIXED 500GR,9.25,12.95,14.0
19-Feb,2,50,6224000000000.0,390602,DATES WITH ALMOND 250 GM (KARTON),20.0,28.95,13.0
19-Feb,2,55,2165510000000.0,119649,PETIT CAKE X 4,20.511,34.95,89.0
19-Feb,2,55,2165560000000.0,35489,FRUIT CREAM 8 PERSONS,77.603,135.95,17.0
19-Feb,2,50,2110540000000.0,389582,ABA PRUNES,98.651,149.95,10.098
19-Feb,2,52,2133130000000.0,342100,CHICKEN LEG MARINATED,43.0,47.95,112.903
19-Feb,2,56,6224010000000.0,490234,NABAT KALE NERO 100G,26.7,31.95,2.0
19-Feb,2,57,2000000000000.0,430478,ANISE HOT DRINK,2.2,7.0,4.0
19-Feb,2,56,6222010000000.0,32529,STRAWBERRY PACKE 750 GM,15.0,16.95,119.0
19-Feb,2,50,2110520000000.0,397858,ABA WHEAT ( BELEELA ),8.963,11.95,22.665
19-Feb,2,50,2110990000000.0,30966,QUARTER CHICKEN MEAL,21.053,31.95,412.0
19-Feb,2,50,2110560000000.0,389612,ABA CASHEW CHEESE FLAVOR,319.046,484.95,0.725
19-Feb,2,56,2176470000000.0,231183,A-DATE IRAQI,25.0,28.95,341.464
19-Feb,2,50,6224000000000.0,464418,DATES KSA ROTHANA 500 GM,35.0,43.95,2.0
19-Feb,2,50,2110590000000.0,389740,SPECIAL BLEND COFFEE,146.213,194.95,2.901
19-Feb,2,50,2110340000000.0,376745,OLIVETTA MIXED OLI,35.465,49.95,0.64
19-Feb,2,54,2155010000000.0,291396,FRENCH DEJEUNETTE X4,4.378,9.95,36.0
19-Feb,2,55,2165800000000.0,150431,NOGA WITH NUTS,55.0,89.95,4.755
19-Feb,2,54,2000000000000.0,360339,PACKET BOUKSOMAT BLACK SEED SMALL,7.508,9.95,11.0
19-Feb,2,57,2000000000000.0,357666,CHICKEN FILLET GRILLED SAND,10.8,26.0,3.0
19-Feb,2,50,2110560000000.0,389606,ABA SESAME,44.963,59.95,11.217
19-Feb,2,51,2122780000000.0,443168,BLUE CHEESE,200.0,244.95,0.539
19-Feb,2,52,2133480000000.0,426171,BAL BEEF LIVER-KIDNEYS-HEART,117.0,156.95,7.577
19-Feb,2,56,2176370000000.0,458546,BANANA BALADY,5.95,6.25,1026.747
19-Feb,2,56,2000000000000.0,439556,CELERY BALADY 100GR,3.25,3.75,38.0
19-Feb,2,55,2165500000000.0,308122,FRUIT TART X2,7.497,19.95,36.0
22-Feb,2,52,2110190000000.0,480120,CHICKEN THIGHS/KG,52.0,60.95,22.0
22-Feb,2,50,2110200000000.0,480121,TURKEY WINGS,72.0,87.95,18.0
22-Feb,2,53,2144320000000.0,480122,GRILLED SALMON,155.0,195.95,14.0
22-Feb,2,54,2155120000000.0,480123,CROISSANT ALMOND,6.0,8.95,210.0
22-Feb,2,56,2176740000000.0,480124,SPINACH FRESH,3.7,4.95,110.0
22-Feb,2,57,2000000000000.0,480125,APPLE JUICE,1.8,3.2,55.0
22-Feb,2,50,2110210000000.0,480126,SPAGHETTI,2.7,4.5,160.0
22-Feb,2,52,2133120000000.0,480127,BEEF STEAK,105.0,125.95,32.0
22-Feb,2,55,2165920000000.0,480128,DARK CHOCOLATE,27.0,37.95,42.0
22-Feb,2,56,2176750000000.0,480129,AVOCADO,11.0,13.95,65.0
23-Feb,2,52,2110220000000.0,480130,CHICKEN BREAST,45.0,53.95,28.0
23-Feb,2,50,2110230000000.0,480131,PORK CHOPS,85.0,110.95,16.0
23-Feb,2,53,2144330000000.0,480132,TUNA STEAK,130.0,160.95,12.0
23-Feb,2,54,2155130000000.0,480133,BAGUETTE,3.0,5.95,220.0
23-Feb,2,56,2176760000000.0,480134,ARUGULA,2.5,3.5,95.0
23-Feb,2,57,2000000000000.0,480135,COFFEE,2.0,3.5,70.0
23-Feb,2,50,2110240000000.0,480136,RIGATONI,2.9,4.0,170.0
23-Feb,2,52,2133130000000.0,480137,PORK RIBS,110.0,140.95,15.0
23-Feb,2,55,2165930000000.0,480138,WHITE CHOCOLATE,28.0,40.95,38.0
23-Feb,2,56,2176770000000.0,480139,GRAPEFRUIT,4.0,5.25,80.0
24-Feb,2,52,2110250000000.0,480140,CHICKEN LEGS,48.0,56.95,25.0
24-Feb,2,50,2110260000000.0,480141,LAMB SHANK,95.0,120.95,13.0
24-Feb,2,53,2144340000000.0,480142,CRAB MEAT,140.0,180.95,8.0
24-Feb,2,54,2155140000000.0,480143,FOCACCIA,5.0,8.5,190.0
24-Feb,2,56,2176780000000.0,480144,KAILAN,3.2,4.25,100.0
24-Feb,2,57,2000000000000.0,480145,VANILLA ICE CREAM,4.5,7.0,60.0
24-Feb,2,50,2110270000000.0,480146,FETTUCCINE,3.0,4.0,150.0
24-Feb,2,52,2133140000000.0,480147,SAUSAGES,78.0,95.95,11.0
24-Feb,2,55,2165940000000.0,480148,MILK CHOCOLATE,30.0,41.95,35.0
24-Feb,2,56,2176790000000.0,480149,CANTALOUPE,5.5,7.5,55.0
25-Feb,2,52,2110280000000.0,480150,CHICKEN DRUMSTICKS,50.0,58.95,20.0
25-Feb,2,50,2110290000000.0,480151,VENISON,90.0,120.95,10.0
25-Feb,2,53,2144350000000.0,480152,SHRIMP SCAMPI,115.0,150.95,9.0
25-Feb,2,54,2155150000000.0,480153,BRIOCHE,4.0,6.95,180.0
25-Feb,2,56,2176800000000.0,480154,DAIKON,2.5,3.75,110.0
25-Feb,2,57,2000000000000.0,480155,LIME JUICE,1.6,2.0,65.0
25-Feb,2,50,2110300000000.0,480156,CANNELLONI,3.2,4.5,160.0
25-Feb,2,52,2133150000000.0,480157,BBQ RIBS,98.0,125.95,12.0
25-Feb,2,55,2165950000000.0,480158,COCONUT CREAM,25.0,32.95,40.0
