from_date,department,section,barcode,item_num,item_description,purchase_price,selling_price,quantity
2024-02-19,Hygiene,50,2111030000000.0,30971,Savon noir,3.309,6.95,4.0
2024-02-19,Produits laitiers,50,2110340000000.0,376747,Fromage Jben,12.74,17.95,2.07
2024-02-19,Fruits et legumes,50,2110050000000.0,318883,Poivrons rouges,65.0,84.95,47.096
2024-02-19,Tapicerie,56,6224010000000.0,429872,Semoule fine,8.25,11.95,1.0
2024-02-19,Produits laitiers,50,2111020000000.0,24766,Lait Centrale,4.322,6.95,2.0
2024-02-19,Tapicerie,51,2122320000000.0,432575,Couscous,220.0,264.95,0.325
2024-02-19,Charcuterie,51,2122340000000.0,447163,Khlii,104.0,124.95,4.832
2024-02-19,Boulangerie,56,2176380000000.0,44227,Pain traditionnel,105.0,109.95,21.193
2024-02-19,Fruits et legumes,51,2122160000000.0,323520,Dattes Medjool,85.0,94.95,196.553
2024-02-19,Boissons,50,2110010000000.0,318679,Jus d'orange frais,115.0,141.95,0.61
2024-02-19,Tapicerie,53,2144010000000.0,33892,Huile d'olive,70.0,94.95,11.966
2024-02-19,Produits laitiers,54,2155020000000.0,486516,Yaourt nature,1.25,1.75,607.0
2024-02-19,Hygiene,56,8888000000000.0,32601,Savon noir,7.25,11.95,100.0
2024-02-19,Produits laitiers,56,2176260000000.0,32497,Fromage Jben,4.75,4.75,511.685
2024-02-19,Fruits et legumes,56,6224010000000.0,490232,Poivrons rouges,18.7,21.95,13.0
2024-02-19,Tapicerie,52,2133200000000.0,31946,Semoule fine,136.68,166.95,0.935
2024-02-19,Produits laitiers,50,2110460000000.0,389655,Lait Centrale,28.463,37.95,18.501
2024-02-19,Tapicerie,51,2122370000000.0,454289,Couscous,206.0,229.95,1.223
2024-02-19,Charcuterie,52,2133290000000.0,426176,Khlii,127.79,154.95,11.089
2024-02-19,Boulangerie,50,2110060000000.0,318618,Pain traditionnel,77.44,80.0,55.086
2024-02-19,Fruits et legumes,53,2144090000000.0,399046,Dattes Medjool,57.0,79.95,98.436
2024-02-19,Boissons,51,2122070000000.0,327043,Jus d'orange frais,46.0,54.95,125.403
2024-02-19,Tapicerie,54,2155050000000.0,35393,Huile d'olive,2.271,5.95,3.0
2024-02-19,Produits laitiers,52,2133280000000.0,426164,Yaourt nature,127.79,157.95,4.178
2024-02-19,Hygiene,51,2122320000000.0,362884,Savon noir,96.0,100.0,154.744
2024-02-19,Produits laitiers,56,6224010000000.0,490231,Fromage Jben,18.7,21.95,11.0
2024-02-19,Fruits et legumes,50,2111030000000.0,30981,Poivrons rouges,1.593,6.95,41.0
2024-02-19,Tapicerie,56,6223000000000.0,42777,Semoule fine,21.5,26.95,3.0
2024-02-19,Produits laitiers,55,2165810000000.0,244301,Lait Centrale,7.75,14.95,45.0
2024-02-19,Tapicerie,51,2122100000000.0,479534,Couscous,30.0,35.95,0.699
2024-02-19,Charcuterie,56,2000000000000.0,32576,Khlii,3.7,4.75,56.0
2024-02-19,Boulangerie,54,2155370000000.0,300332,Pain traditionnel,4.5,7.95,3.0
2024-02-19,Fruits et legumes,52,2133410000000.0,426257,Dattes Medjool,107.0,142.95,43.55
2024-02-19,Boissons,52,2133280000000.0,31916,Jus d'orange frais,101.19,119.95,0.85
2024-02-19,Tapicerie,51,2122540000000.0,441331,Huile d'olive,37.0,43.95,70.304
2024-02-19,Produits laitiers,50,2111040000000.0,88772,Yaourt nature,14.48,24.95,39.0
2024-02-19,Hygiene,50,2110120000000.0,318628,Savon noir,149.0,171.95,11.338
2024-02-19,Produits laitiers,55,2165940000000.0,299521,Fromage Jben,15.707,29.95,8.0
2024-02-19,Fruits et legumes,56,2176190000000.0,43857,Poivrons rouges,45.35,53.95,1.094
2024-02-19,Tapicerie,51,2122380000000.0,30601,Semoule fine,160.0,189.95,0.494
2024-02-19,Produits laitiers,57,2000000000000.0,361961,Lait Centrale,4.32,10.0,1.0
2024-02-19,Tapicerie,50,2110560000000.0,389618,Couscous,624.967,949.95,0.326
2024-02-19,Charcuterie,52,2133360000000.0,426238,Khlii,129.72,153.95,1.489
2024-02-19,Boulangerie,54,2155150000000.0,113101,Pain traditionnel,3.216,6.95,1.0
2024-02-19,Fruits et legumes,50,2110330000000.0,376876,Dattes Medjool,19.135,26.95,4.734
2024-02-19,Boissons,56,2176680000000.0,32760,Jus d'orange frais,32.0,34.95,65.606
2024-02-19,Tapicerie,50,2110590000000.0,402559,Huile d'olive,32.963,43.95,29.484
2024-02-19,Produits laitiers,50,2110060000000.0,318622,Yaourt nature,193.0,219.95,10.264
2024-02-19,Hygiene,52,6224000000000.0,477957,Savon noir,46.25,54.95,5.0
2024-02-19,Produits laitiers,55,2000000000000.0,376808,Fromage Jben,180.0,249.95,2.0
2024-02-19,Fruits et legumes,50,2111080000000.0,483584,Poivrons rouges,36.809,55.95,8.392
2024-02-19,Tapicerie,52,2133010000000.0,78697,Semoule fine,1.5,10.95,1.463
2024-02-19,Produits laitiers,52,2133300000000.0,435912,Lait Centrale,115.19,139.95,37.672
2024-02-19,Tapicerie,50,2110500000000.0,389729,Couscous,14.963,19.95,53.833
2024-02-19,Charcuterie,56,2176510000000.0,32614,Khlii,13.25,15.95,87.724
2024-02-19,Boulangerie,55,2165940000000.0,299550,Pain traditionnel,15.005,46.95,2.976
2024-02-19,Fruits et legumes,56,2176640000000.0,32645,Dattes Medjool,20.0,16.0,45.508
2024-02-19,Boissons,52,6223000000000.0,337703,Jus d'orange frais,25.75,30.95,90.0
2024-02-19,Tapicerie,57,2000000000000.0,490212,Huile d'olive,22.62,28.0,2.0
2024-02-19,Produits laitiers,50,2110130000000.0,478377,Yaourt nature,83.0,94.95,1.633
2024-02-19,Hygiene,51,2122020000000.0,323512,Savon noir,26.0,30.0,87.664
2024-02-19,Produits laitiers,52,2133290000000.0,426169,Fromage Jben,127.19,147.95,1.605
2024-02-19,Fruits et legumes,55,2000000000000.0,338876,Poivrons rouges,61.95,84.95,2.0
2024-02-19,Tapicerie,54,2155410000000.0,300336,Semoule fine,4.148,8.95,142.0
2024-02-19,Produits laitiers,50,2110050000000.0,318884,Lait Centrale,65.0,79.95,0.199
2024-02-19,Tapicerie,55,2165830000000.0,442963,Couscous,7.31,14.95,239.0
2024-02-19,Charcuterie,54,2000010000000.0,501227,Khlii,12.1,19.95,3.0
2024-02-19,Boulangerie,50,2110530000000.0,430268,Pain traditionnel,89.963,119.95,3.333
2024-02-19,Fruits et legumes,55,6223010000000.0,496918,Dattes Medjool,206.053,270.0,22.0
2024-02-19,Boissons,53,2144220000000.0,33865,Jus d'orange frais,130.0,199.95,0.917
2024-02-19,Tapicerie,50,2110050000000.0,318856,Huile d'olive,16.0,19.95,0.826
2024-02-19,Produits laitiers,53,2144550000000.0,477677,Yaourt nature,95.0,100.0,44.252
2024-02-19,Hygiene,50,2111080000000.0,339019,Savon noir,30.9,46.45,0.861
2024-02-19,Produits laitiers,50,2110050000000.0,318683,Fromage Jben,180.0,204.95,0.759
2024-02-19,Fruits et legumes,53,2144010000000.0,33874,Poivrons rouges,70.0,84.95,6.74
2024-02-19,Tapicerie,51,2122330000000.0,229786,Semoule fine,86.0,98.95,0.879
2024-02-19,Produits laitiers,52,2133280000000.0,431752,Lait Centrale,126.19,149.95,0.329
2024-02-19,Tapicerie,50,2110520000000.0,411097,Couscous,26.213,34.95,19.819
2024-02-19,Charcuterie,54,2155020000000.0,296777,Khlii,8.033,24.95,0.967
2024-02-19,Boulangerie,50,2110300000000.0,376711,Pain traditionnel,39.015,54.95,1.079
2024-02-19,Fruits et legumes,57,2000000000000.0,357713,Dattes Medjool,12.8,29.0,1.0
2024-02-19,Boissons,52,6224000000000.0,477968,Jus d'orange frais,46.75,54.95,67.0
2024-02-19,Tapicerie,50,2111090000000.0,31005,Huile d'olive,64.8,91.75,9.767
2024-02-19,Produits laitiers,52,2133410000000.0,480020,Yaourt nature,107.0,136.95,3.096
2024-02-19,Hygiene,50,2110520000000.0,411099,Savon noir,56.213,74.95,2.318
2024-02-19,Produits laitiers,56,6222010000000.0,213783,Fromage Jben,13.45,14.95,10.0
2024-02-19,Fruits et legumes,54,2155060000000.0,35411,Poivrons rouges,5.533,10.0,284.295
2024-02-19,Tapicerie,51,2122200000000.0,330184,Semoule fine,385.0,484.95,0.177
2024-02-19,Produits laitiers,56,2176560000000.0,32591,Lait Centrale,6.4,7.95,88.191
2024-02-19,Tapicerie,54,2000000000000.0,360333,Couscous,11.319,14.95,14.0
2024-02-19,Charcuterie,50,2110290000000.0,490131,Khlii,60.315,84.95,6.736
2024-02-19,Boulangerie,50,2110920000000.0,419645,Pain traditionnel,79.5,102.95,0.83
2024-02-19,Fruits et legumes,52,6223000000000.0,337691,Dattes Medjool,50.7,59.95,11.0
2024-02-19,Boissons,50,2110120000000.0,318626,Jus d'orange frais,132.0,159.95,0.145
2024-02-19,Tapicerie,50,2110020000000.0,430913,Huile d'olive,57.0,74.95,0.756
2024-02-19,Produits laitiers,56,6223000000000.0,74803,Yaourt nature,21.75,24.95,27.0
2024-02-19,Hygiene,57,2000000000000.0,362546,Savon noir,13.49,20.0,4.0
2024-02-19,Produits laitiers,50,2110550000000.0,389594,Fromage Jben,119.963,159.95,0.689
2024-02-19,Fruits et legumes,50,2111080000000.0,104724,Poivrons rouges,62.6,91.75,7.984
2024-02-19,Tapicerie,53,2144520000000.0,384713,Semoule fine,146.0,169.95,0.543
2024-02-19,Produits laitiers,56,2176520000000.0,32652,Lait Centrale,11.45,13.95,76.793
2024-02-19,Tapicerie,50,2110020000000.0,454309,Couscous,130.0,150.95,0.991
2024-02-19,Charcuterie,52,2133110000000.0,380639,Khlii,52.0,57.95,3.156
2024-02-19,Boulangerie,56,6223000000000.0,390421,Pain traditionnel,19.5,20.0,2.0
2024-02-19,Fruits et legumes,50,2111030000000.0,30982,Dattes Medjool,2.792,6.95,10.0
2024-02-19,Boissons,50,2110010000000.0,318621,Jus d'orange frais,121.0,137.95,14.221
2024-02-19,Tapicerie,52,6223000000000.0,337705,Huile d'olive,38.0,44.95,6.0
2024-02-19,Produits laitiers,55,6223010000000.0,496919,Yaourt nature,297.632,390.0,12.0
2024-02-19,Hygiene,57,2000000000000.0,442448,Savon noir,1.3,3.0,84.0
2024-02-19,Produits laitiers,57,2000000000000.0,357665,Fromage Jben,10.8,26.0,16.0
2024-02-19,Fruits et legumes,52,2133400000000.0,426247,Poivrons rouges,104.0,144.95,44.817
2024-02-19,Tapicerie,54,2155040000000.0,486533,Semoule fine,4.65,6.75,66.479
2024-02-19,Produits laitiers,51,2122710000000.0,30592,Lait Centrale,37.0,44.95,30.083
2024-02-19,Tapicerie,54,2000010000000.0,501228,Couscous,16.5,24.95,9.0
2024-02-19,Charcuterie,56,2176460000000.0,32749,Khlii,43.0,59.95,33.193
2024-02-19,Boulangerie,54,2000000000000.0,404421,Pain traditionnel,16.459,21.0,39.0
2024-02-19,Fruits et legumes,50,6224000000000.0,390610,Dattes Medjool,13.0,16.95,32.0
2024-02-19,Boissons,56,2176260000000.0,32495,Jus d'orange frais,5.0,4.0,89.479
2024-02-19,Tapicerie,55,2165810000000.0,244214,Huile d'olive,5.83,12.95,7.0
2024-02-19,Produits laitiers,52,6223000000000.0,218881,Yaourt nature,47.3,55.95,7.0
2024-02-19,Hygiene,50,2110510000000.0,397849,Savon noir,33.713,44.95,20.83
2024-02-19,Produits laitiers,50,2110320000000.0,376728,Fromage Jben,41.855,58.95,7.535
2024-02-19,Fruits et legumes,56,6223000000000.0,33233,Poivrons rouges,3.0,4.95,12.0
2024-02-19,Tapicerie,52,2133200000000.0,32400,Semoule fine,80.0,89.95,85.368
2024-02-19,Produits laitiers,52,2133360000000.0,426243,Lait Centrale,119.0,134.95,1.282
2024-02-19,Tapicerie,50,2110560000000.0,389615,Couscous,476.941,724.95,0.689
2024-02-19,Charcuterie,57,2000000000000.0,357668,Khlii,9.25,20.0,32.0
2024-02-19,Boulangerie,56,6222010000000.0,213776,Pain traditionnel,0.95,1.45,96.0
2024-02-19,Fruits et legumes,50,2110470000000.0,389667,Dattes Medjool,41.213,54.95,17.664
2024-02-19,Boissons,56,2176640000000.0,377155,Jus d'orange frais,3.0,3.95,4.166
2024-02-19,Tapicerie,50,2111020000000.0,30985,Huile d'olive,3.004,6.95,18.0
2024-02-19,Produits laitiers,53,2144540000000.0,319429,Yaourt nature,178.0,199.95,4.943
2024-02-19,Hygiene,54,2155030000000.0,486524,Savon noir,8.75,13.95,72.0
2024-02-19,Produits laitiers,56,6223000000000.0,32778,Fromage Jben,21.5,27.95,33.0
2024-02-19,Fruits et legumes,56,2176560000000.0,32597,Poivrons rouges,6.6,7.45,26.368
2024-02-19,Tapicerie,54,2155050000000.0,35392,Semoule fine,6.254,13.95,146.0
2024-02-19,Produits laitiers,52,6224000000000.0,477965,Lait Centrale,51.25,60.95,38.0
2024-02-19,Tapicerie,56,8888000000000.0,466174,Couscous,2.45,2.75,32.0
2024-02-19,Charcuterie,55,2000000000000.0,442466,Khlii,28.0,39.95,36.0
2024-02-19,Boulangerie,51,2122320000000.0,243320,Pain traditionnel,86.0,98.95,0.427
2024-02-19,Fruits et legumes,50,2110500000000.0,389732,Dattes Medjool,22.463,29.95,12.971
2024-02-19,Boissons,55,2165970000000.0,448054,Jus d'orange frais,54.0,89.95,2.958
2024-02-19,Tapicerie,55,2165600000000.0,308125,Huile d'olive,20.003,46.45,2.0
2024-02-19,Produits laitiers,52,6223000000000.0,337689,Yaourt nature,45.5,53.95,18.0
2024-02-19,Hygiene,54,2155020000000.0,305477,Savon noir,1.507,2.5,950.0
2024-02-19,Produits laitiers,56,2176670000000.0,157967,Fromage Jben,8.8,10.95,894.012
2024-02-19,Fruits et legumes,50,2110550000000.0,389591,Poivrons rouges,309.178,469.95,10.392
2024-02-19,Tapicerie,53,2144160000000.0,420102,Semoule fine,24.0,29.95,58.425
2024-02-19,Produits laitiers,50,2110030000000.0,294250,Lait Centrale,115.0,154.95,0.125
2024-02-19,Tapicerie,56,8888000000000.0,32577,Couscous,3.0,3.45,25.0
2024-02-19,Charcuterie,52,2133400000000.0,426249,Khlii,107.0,142.95,32.615
2024-02-19,Boulangerie,56,2176110000000.0,429497,Pain traditionnel,17.75,17.95,511.145
2024-02-19,Fruits et legumes,51,2122710000000.0,30598,Dattes Medjool,53.0,64.95,14.759
2024-02-19,Boissons,51,2122050000000.0,112894,Jus d'orange frais,49.0,59.95,16.325
2024-02-19,Tapicerie,54,2155040000000.0,486534,Huile d'olive,85.0,119.95,3.228
2024-02-19,Produits laitiers,50,2110090000000.0,462270,Yaourt nature,115.0,136.95,0.109
2024-02-19,Hygiene,50,2110640000000.0,483108,Savon noir,361.809,549.95,2.745
2024-02-19,Produits laitiers,50,2111080000000.0,339016,Fromage Jben,90.4,129.95,0.422
2024-02-19,Fruits et legumes,56,2000000000000.0,447663,Poivrons rouges,10.0,12.95,195.0
2024-02-19,Tapicerie,50,2111040000000.0,30975,Semoule fine,3.82,6.95,19.0
2024-02-19,Produits laitiers,50,2110920000000.0,419646,Lait Centrale,80.5,102.95,1.784
2024-02-19,Tapicerie,50,2110480000000.0,389678,Couscous,55.23,83.95,21.31
2024-02-19,Charcuterie,57,2000000000000.0,357667,Khlii,6.1,15.0,80.0
2024-02-19,Boulangerie,52,6223000000000.0,337699,Pain traditionnel,59.0,69.95,45.0
2024-02-19,Fruits et legumes,52,6224000000000.0,477971,Dattes Medjool,54.0,59.95,64.0
2024-02-19,Boissons,55,2165870000000.0,94166,Jus d'orange frais,9.177,14.95,70.0
2024-02-19,Tapicerie,51,2122540000000.0,441332,Huile d'olive,37.0,43.95,25.678
2024-02-19,Produits laitiers,51,2122380000000.0,348516,Yaourt nature,135.0,124.95,18.085
2024-02-19,Hygiene,50,2110530000000.0,430269,Savon noir,97.463,129.95,7.745
2024-02-19,Produits laitiers,54,2155040000000.0,486536,Fromage Jben,95.0,134.95,3.965
2024-02-19,Fruits et legumes,50,2110910000000.0,214104,Poivrons rouges,3.5,6.0,7.508
2024-02-19,Tapicerie,50,2111040000000.0,30724,Semoule fine,19.95,29.95,3.0
2024-02-19,Produits laitiers,51,2122540000000.0,441326,Lait Centrale,48.0,56.95,25.14
2024-02-19,Tapicerie,51,2122510000000.0,432570,Couscous,184.0,224.95,13.298
2024-02-19,Charcuterie,50,2111090000000.0,104727,Khlii,95.3,137.95,4.888
2024-02-19,Boulangerie,52,6224000000000.0,477972,Pain traditionnel,28.0,32.95,41.0
2024-02-19,Fruits et legumes,50,2110550000000.0,389605,Dattes Medjool,52.599,79.95,22.109
2024-02-19,Boissons,56,6223000000000.0,409937,Jus d'orange frais,9.1,9.95,67.0
2024-02-19,Tapicerie,50,2111050000000.0,31709,Huile d'olive,15.467,19.95,1.0
2024-02-19,Produits laitiers,57,2000000000000.0,399180,Yaourt nature,5.6,12.0,1.0
2024-02-19,Hygiene,54,2155420000000.0,300340,Savon noir,11.75,39.95,13.555
2024-02-19,Produits laitiers,51,2122400000000.0,148681,Fromage Jben,24.63,29.95,26.81
2024-02-19,Fruits et legumes,54,2155050000000.0,486511,Poivrons rouges,1.1,1.5,3130.0
2024-02-19,Tapicerie,50,6224000000000.0,450910,Semoule fine,30.0,37.95,1.0
2024-02-19,Produits laitiers,50,2110620000000.0,483083,Lait Centrale,85.493,129.95,0.515
2024-02-19,Tapicerie,56,2000000000000.0,32584,Couscous,4.5,4.95,34.0
2024-02-19,Charcuterie,56,2176130000000.0,487488,Khlii,18.5,18.95,257.526
2024-02-19,Boulangerie,54,2155310000000.0,295180,Pain traditionnel,9.755,25.0,577.152
2024-02-19,Fruits et legumes,50,2110350000000.0,376758,Dattes Medjool,31.205,43.95,13.594
2024-02-19,Boissons,50,2110350000000.0,376753,Jus d'orange frais,13.455,18.95,12.072
2024-02-19,Tapicerie,50,2110560000000.0,389613,Huile d'olive,319.046,484.95,0.674
2024-02-19,Produits laitiers,56,2176120000000.0,107762,Yaourt nature,19.0,23.95,4.666
2024-02-19,Hygiene,50,2110540000000.0,389588,Savon noir,269.737,410.0,3.436
2024-02-19,Produits laitiers,55,2165700000000.0,35560,Fromage Jben,15.0,46.45,1.03
2024-02-19,Fruits et legumes,50,2110560000000.0,389614,Poivrons rouges,269.737,410.0,2.59
2024-02-19,Tapicerie,52,2133280000000.0,426163,Semoule fine,150.13,177.95,2.617
2024-02-19,Produits laitiers,55,2165810000000.0,244213,Lait Centrale,6.04,15.25,57.0
2024-02-19,Tapicerie,50,2111070000000.0,421338,Couscous,43.0,63.95,158.0
2024-02-19,Charcuterie,55,2165530000000.0,142760,Khlii,32.569,54.95,11.0
2024-02-19,Boulangerie,50,2111030000000.0,30973,Pain traditionnel,3.156,6.95,114.0
2024-02-19,Fruits et legumes,50,2110570000000.0,389639,Dattes Medjool,394.704,599.95,0.101
2024-02-19,Boissons,53,2144150000000.0,33840,Jus d'orange frais,75.0,124.95,2.362
2024-02-19,Tapicerie,50,2110060000000.0,372200,Huile d'olive,90.0,104.95,15.906
2024-02-19,Produits laitiers,50,2110450000000.0,483070,Yaourt nature,355.263,540.0,8.62
2024-02-19,Hygiene,56,2176120000000.0,387719,Savon noir,18.5,20.0,148.693
2024-02-19,Produits laitiers,55,2165820000000.0,36815,Fromage Jben,6.605,14.95,228.0
2024-02-19,Fruits et legumes,53,2144350000000.0,316011,Poivrons rouges,115.0,129.95,8.133
2024-02-19,Tapicerie,50,2110440000000.0,483067,Semoule fine,269.737,410.0,0.75
2024-02-19,Produits laitiers,51,2122640000000.0,483120,Lait Centrale,39.5,51.95,196.746
2024-02-19,Tapicerie,51,2122310000000.0,447153,Couscous,93.0,103.95,11.635
2024-02-19,Charcuterie,54,2000000000000.0,360330,Khlii,11.319,14.95,7.0
2024-02-19,Boulangerie,51,2122330000000.0,432582,Pain traditionnel,155.0,184.95,2.438
2024-02-19,Fruits et legumes,50,2110040000000.0,318616,Dattes Medjool,77.44,80.0,112.139
2024-02-19,Boissons,52,2133290000000.0,426168,Jus d'orange frais,125.66,157.95,16.177
2024-02-19,Tapicerie,50,6224000000000.0,390611,Huile d'olive,65.0,81.95,3.0
2024-02-19,Produits laitiers,54,2155160000000.0,291426,Yaourt nature,5.8,11.95,1.0
2024-02-19,Hygiene,50,2110040000000.0,256216,Savon noir,58.19,69.95,0.187
2024-02-19,Produits laitiers,54,2155030000000.0,486518,Fromage Jben,3.6,5.95,846.09
2024-02-19,Fruits et legumes,57,2000000000000.0,357670,Poivrons rouges,6.9,15.0,17.0
2024-02-19,Tapicerie,54,2155040000000.0,486531,Semoule fine,4.1,5.95,583.0
2024-02-19,Produits laitiers,50,2110560000000.0,389616,Lait Centrale,476.941,724.95,0.406
2024-02-19,Tapicerie,54,2155030000000.0,486525,Couscous,9.4,13.95,15.0
2024-02-19,Charcuterie,56,2176610000000.0,32574,Khlii,9.4,7.0,13.363
2024-02-19,Boulangerie,53,2144160000000.0,420097,Pain traditionnel,31.0,52.95,12.469
2024-02-19,Fruits et legumes,54,2155360000000.0,119221,Dattes Medjool,6.153,10.95,10.0
2024-02-19,Boissons,51,2122220000000.0,432573,Jus d'orange frais,411.0,489.95,5.889
2024-02-19,Tapicerie,54,2155040000000.0,486532,Huile d'olive,69.0,99.95,5.578
2024-02-19,Produits laitiers,54,2155360000000.0,41677,Yaourt nature,2.25,4.95,131.0
2024-02-19,Hygiene,54,2155420000000.0,300337,Savon noir,8.852,39.95,0.985
2024-02-19,Produits laitiers,56,2176620000000.0,398501,Fromage Jben,7.0,11.95,21.27
2024-02-19,Fruits et legumes,57,2000000000000.0,442444,Poivrons rouges,1.92,4.0,278.0
2024-02-19,Tapicerie,55,2165690000000.0,36818,Semoule fine,35.0,69.95,7.363
2024-02-19,Produits laitiers,50,2110510000000.0,397854,Lait Centrale,60.0,80.0,5.318
2024-02-19,Tapicerie,56,2000000000000.0,365350,Couscous,6.75,6.95,17.0
2024-02-19,Charcuterie,55,2165560000000.0,35494,Khlii,86.856,149.95,4.0
2024-02-19,Boulangerie,50,2110050000000.0,256217,Pain traditionnel,56.38,69.95,0.068
2024-02-19,Fruits et legumes,56,8888000000000.0,466176,Dattes Medjool,4.0,4.95,2.0
2024-02-19,Boissons,50,2110450000000.0,389622,Jus d'orange frais,315.757,479.95,7.177
2024-02-19,Tapicerie,51,2122540000000.0,441328,Huile d'olive,43.0,50.95,40.595
2024-02-19,Produits laitiers,54,2155010000000.0,313529,Yaourt nature,3.154,6.95,10.0
2024-02-19,Hygiene,57,2000000000000.0,357766,Savon noir,4.25,7.0,2.0
2024-02-19,Produits laitiers,50,2110350000000.0,376757,Fromage Jben,17.715,24.95,13.292
2024-02-19,Fruits et legumes,51,2122330000000.0,447162,Poivrons rouges,93.0,103.95,74.339
2024-02-19,Tapicerie,55,2165920000000.0,95344,Semoule fine,12.548,24.95,30.0
2024-02-19,Produits laitiers,50,6224000000000.0,307860,Lait Centrale,25.0,31.95,30.0
2024-02-19,Tapicerie,50,2110440000000.0,483065,Couscous,359.963,479.95,1.431
2024-02-19,Charcuterie,56,2000000000000.0,272347,Khlii,7.4,7.95,1.0
2024-02-19,Boulangerie,52,2133260000000.0,281884,Pain traditionnel,10.0,19.95,4.105
2024-02-19,Fruits et legumes,53,2144010000000.0,33836,Dattes Medjool,30.0,44.95,33.409
2024-02-19,Boissons,52,2133410000000.0,426251,Jus d'orange frais,105.0,136.95,25.544
2024-02-19,Tapicerie,54,2155360000000.0,139365,Huile d'olive,3.6,5.95,90.0
2024-02-19,Produits laitiers,52,2133400000000.0,426245,Yaourt nature,135.0,179.95,18.05
2024-02-19,Hygiene,57,2000000000000.0,357763,Savon noir,4.9,11.0,13.0
2024-02-19,Produits laitiers,55,2165930000000.0,299519,Fromage Jben,26.558,49.95,43.919
2024-02-19,Fruits et legumes,55,2165950000000.0,299528,Poivrons rouges,20.003,46.95,1.0
2024-02-19,Tapicerie,50,6224000000000.0,464413,Semoule fine,25.0,31.95,8.0
2024-02-19,Produits laitiers,56,6225020000000.0,485675,Lait Centrale,18.0,21.95,24.0
2024-02-19,Tapicerie,52,6223000000000.0,337698,Couscous,41.6,46.95,94.0
2024-02-19,Charcuterie,56,8888000000000.0,32602,Khlii,7.25,11.95,56.0
2024-02-19,Boulangerie,50,2111030000000.0,330828,Pain traditionnel,12.231,16.95,2.0
2024-02-19,Fruits et legumes,50,2111050000000.0,31046,Dattes Medjool,10.0,34.95,164.294
2024-02-19,Boissons,50,2110080000000.0,318887,Jus d'orange frais,65.0,84.95,47.482
2024-02-19,Tapicerie,50,2111030000000.0,330826,Huile d'olive,5.769,8.95,9.0
2024-02-19,Produits laitiers,53,2144020000000.0,302770,Yaourt nature,55.0,69.95,6.957
2024-02-19,Hygiene,56,2000000000000.0,365345,Savon noir,6.5,6.75,11.0
2024-02-19,Produits laitiers,50,2110100000000.0,318615,Fromage Jben,231.0,289.95,10.102
2024-02-19,Fruits et legumes,50,2110360000000.0,490141,Poivrons rouges,35.465,49.95,9.45
2024-02-19,Tapicerie,51,2122340000000.0,432586,Semoule fine,266.0,329.95,2.641
2024-02-19,Produits laitiers,52,2133410000000.0,297169,Lait Centrale,107.0,143.95,20.738
2024-02-19,Tapicerie,50,2110650000000.0,483113,Couscous,49.309,74.95,0.068
2024-02-19,Charcuterie,54,2000000000000.0,404418,Khlii,12.87,20.0,40.0
2024-02-19,Boulangerie,50,2111070000000.0,450396,Pain traditionnel,53.25,80.75,1.152
2024-02-19,Fruits et legumes,56,6222010000000.0,377135,Dattes Medjool,7.5,9.75,26.0
2024-02-19,Boissons,52,2133010000000.0,31780,Jus d'orange frais,53.0,58.95,1.612
2024-02-19,Tapicerie,55,6223010000000.0,496914,Huile d'olive,114.474,150.0,18.0
2024-02-19,Produits laitiers,50,2110460000000.0,389659,Yaourt nature,29.963,39.95,15.196
2024-02-19,Hygiene,51,2122480000000.0,279632,Savon noir,90.0,104.95,50.166
2024-02-19,Produits laitiers,51,2122540000000.0,441327,Fromage Jben,43.0,50.95,12.255
2024-02-19,Fruits et legumes,51,2122070000000.0,323517,Poivrons rouges,23.5,29.95,9.066
2024-02-19,Tapicerie,56,6223000000000.0,423293,Semoule fine,10.5,15.95,5.0
2024-02-19,Produits laitiers,56,2176460000000.0,32767,Lait Centrale,42.0,52.95,77.205
2024-02-19,Tapicerie,50,2111030000000.0,30977,Couscous,9.88,13.95,3.0
2024-02-19,Charcuterie,53,2144540000000.0,319428,Khlii,115.0,139.95,4.905
2024-02-19,Boulangerie,50,2111090000000.0,315880,Pain traditionnel,16.25,23.25,151.0
2024-02-19,Fruits et legumes,56,2176680000000.0,32765,Dattes Medjool,5.5,6.95,11.381
2024-02-19,Boissons,55,2165970000000.0,448055,Jus d'orange frais,56.0,99.95,2.965
2024-02-19,Tapicerie,50,2110580000000.0,389650,Huile d'olive,29.963,39.95,3.308
2024-02-19,Produits laitiers,56,8025130000000.0,481774,Yaourt nature,12.5,16.95,48.0
2024-02-19,Hygiene,53,2144540000000.0,319421,Savon noir,165.0,184.95,6.787
2024-02-19,Produits laitiers,56,2000000000000.0,430467,Fromage Jben,0.85,1.45,198.0
2024-02-19,Fruits et legumes,50,2110480000000.0,389714,Poivrons rouges,28.463,37.95,7.844
2024-02-19,Tapicerie,50,2110500000000.0,483586,Semoule fine,36.151,54.95,3.71
2024-02-19,Produits laitiers,50,2110630000000.0,483097,Lait Centrale,26.213,34.95,17.152
2024-02-19,Tapicerie,50,2110490000000.0,389716,Couscous,149.963,199.95,4.34
2024-02-19,Charcuterie,50,2110340000000.0,376750,Khlii,21.265,29.95,72.489
2024-02-19,Boulangerie,54,2155020000000.0,486513,Pain traditionnel,0.95,1.3,2566.0
2024-02-19,Fruits et legumes,50,2110360000000.0,376767,Dattes Medjool,16.295,22.95,23.037
